Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Managing geological uncertainty in expensive reservoir simulation optimization,Computational Geosciences,,,,10.1007/s10596-019-09895-8,Kashif Rashid,2020,https://link.springer.com/article/10.1007/s10596-019-09895-8,Article
A global sensitivity analysis and reduced-order models for hydraulically fractured horizontal wells,Computational Geosciences,,,,10.1007/s10596-019-09896-7,A. RezaeiK. B. NakshatralaF. SiddiquiB. DindorukM. Soliman,2020,https://link.springer.com/article/10.1007/s10596-019-09896-7,Article
Dynamic adaptive mesh optimisation for immiscible viscous fingering,Computational Geosciences,,,,10.1007/s10596-020-09938-5,A. E. KampitsisA. AdamP. SalinasC. C. PainA. H. MuggeridgeM. D. Jackson,2020,https://link.springer.com/article/10.1007/s10596-020-09938-5,Article
Simulation of mineral dissolution at the pore scale with evolving fluid-solid interfaces: review of approaches and benchmark problem set,Computational Geosciences,,,,10.1007/s10596-019-09903-x,Sergi MolinsCyprien SoulaineNikolaos I. PrasianakisAida AbbasiPhilippe PoncetAnthony J. C. LaddVitalii StarchenkoSophie RomanDavid TrebotichHamdi A. TchelepiCarl I. Steefel,2020,https://link.springer.com/article/10.1007/s10596-019-09903-x,Article
A framework for reactive transport modeling using FEniCS–Reaktoro: governing equations and benchmarking results,Computational Geosciences,,,,10.1007/s10596-019-09919-3,Leonardo Hax DamianiGeorg KosakowskiMartin A. GlausSergey V. Churakov,2020,https://link.springer.com/article/10.1007/s10596-019-09919-3,Article
Integration of deep learning and data analytics for SAGD temperature and production analysis,Computational Geosciences,,,,10.1007/s10596-020-09940-x,Zhiwei MaJuliana Y. Leung,2020,https://link.springer.com/article/10.1007/s10596-020-09940-x,Article
A lattice-Boltzmann study of permeability-porosity relationships and mineral precipitation patterns in fractured porous media,Computational Geosciences,,,,10.1007/s10596-019-09926-4,Mehrdad AhkamiAndrea ParmigianiPaolo Roberto Di PalmaMartin O. SaarXiang-Zhao Kong,2020,https://link.springer.com/article/10.1007/s10596-019-09926-4,Article
A posteriori error estimates for a compositional two-phase flow with nonlinear complementarity constraints,Computational Geosciences,,,,10.1007/s10596-019-09909-5,Ibtihel Ben GharbiaJad DabaghiVincent MartinMartin Vohralík,2020,https://link.springer.com/article/10.1007/s10596-019-09909-5,Article
Multi-model hybrid compositional simulator with application to segregated flow,Computational Geosciences,,,,10.1007/s10596-019-09910-y,Olav MøynerOdd AndersenHalvor M. Nilsen,2020,https://link.springer.com/article/10.1007/s10596-019-09910-y,Article
Seismic Bayesian evidential learning: estimation and uncertainty quantification of sub-resolution reservoir properties,Computational Geosciences,,,,10.1007/s10596-019-09929-1,Anshuman PradhanTapan Mukerji,2020,https://link.springer.com/article/10.1007/s10596-019-09929-1,Article
Reducing uncertainty in conceptual prior models of complex geologic systems via integration of flow response data,Computational Geosciences,,,,10.1007/s10596-019-09908-6,Azarang GolmohammadiBehnam Jafarpour,2020,https://link.springer.com/article/10.1007/s10596-019-09908-6,Article
"Closed-loop stochastic oilfield optimization for hedging against geologic, development, and operation uncertainty",Computational Geosciences,,,,10.1007/s10596-019-09902-y,Atefeh JahandidehBehnam Jafarpour,2020,https://link.springer.com/article/10.1007/s10596-019-09902-y,Article
Phreatic seepage flow through an earth dam with an impeding strip,Computational Geosciences,,,,10.1007/s10596-019-09879-8,A. R. KacimovN. D. YakimovJ. Šimůnek,2019,https://link.springer.com/article/10.1007/s10596-019-09879-8,Article
Numerical scheme for a water flow-driven forward stratigraphic model,Computational Geosciences,,,,10.1007/s10596-019-09893-w,Nicolas PetonClément CancèsDidier GranjeonQuang-Huy TranSylvie Wolf,2019,https://link.springer.com/article/10.1007/s10596-019-09893-w,Article
Deep global model reduction learning in porous media flow simulation,Computational Geosciences,,,,10.1007/s10596-019-09918-4,Siu Wun CheungEric T. ChungYalchin EfendievEduardo GildinYating WangJingyan Zhang,2019,https://link.springer.com/article/10.1007/s10596-019-09918-4,Article
Well controls and placement optimisation using response-fed and judgement-aided parameterisation: Olympus optimisation challenge,Computational Geosciences,,,,10.1007/s10596-019-09891-y,Mohammad SayyafzadehZaid Alrashdi,2019,https://link.springer.com/article/10.1007/s10596-019-09891-y,Article
Implementation of streamline simulation based on finite element method in FEniCS,Computational Geosciences,,,,10.1007/s10596-019-09923-7,Yin FengErxiu ShiYi LuoBin WangLiehui ZhangYulong Zhao,2019,https://link.springer.com/article/10.1007/s10596-019-09923-7,Article
Quantifying forcing uncertainties in the hydrodynamics of the Gironde estuary,Computational Geosciences,,,,10.1007/s10596-019-09907-7,Vanessya LaborieSophie RicciMatthias De LozzoNicole GoutalYoann AudouinPhilippe Sergent,2019,https://link.springer.com/article/10.1007/s10596-019-09907-7,Article
A parametric acceleration of multilevel Monte Carlo convergence for nonlinear variably saturated flow,Computational Geosciences,,,,10.1007/s10596-019-09922-8,Prashant KumarCarmen RodrigoFrancisco J. GasparCornelis W. Oosterlee,2019,https://link.springer.com/article/10.1007/s10596-019-09922-8,Article
A singularity removal method for coupled 1D–3D flow models,Computational Geosciences,,,,10.1007/s10596-019-09899-4,Ingeborg G. GjerdeKundan KumarJan M. Nordbotten,2019,https://link.springer.com/article/10.1007/s10596-019-09899-4,Article
Comparison of regularized ensemble Kalman filter and tempered ensemble transform particle filter for an elliptic inverse problem with uncertain boundary conditions,Computational Geosciences,,,,10.1007/s10596-019-09904-w,Svetlana DubinkinaSangeetika Ruchi,2019,https://link.springer.com/article/10.1007/s10596-019-09904-w,Article
Assimilation of multiple linearly dependent data vectors,Computational Geosciences,,,,10.1007/s10596-019-09924-6,Trond Mannseth,2019,https://link.springer.com/article/10.1007/s10596-019-09924-6,Article
Upscaled discrete fracture matrix model (UDFM): an octree-refined continuum representation of fractured porous media,Computational Geosciences,,,,10.1007/s10596-019-09921-9,Matthew R. SweeneyCarl W. GableSatish KarraPhilip H. StaufferRajesh J. PawarJeffrey D. Hyman,2019,https://link.springer.com/article/10.1007/s10596-019-09921-9,Article
Assessment of multilevel ensemble-based data assimilation for reservoir history matching,Computational Geosciences,,,,10.1007/s10596-019-09911-x,Kristian FossumTrond MannsethAndreas S. Stordal,2019,https://link.springer.com/article/10.1007/s10596-019-09911-x,Article
Certified reduced basis method in geosciences,Computational Geosciences,,,,10.1007/s10596-019-09916-6,Denise DegenKaren VeroyFlorian Wellmann,2019,https://link.springer.com/article/10.1007/s10596-019-09916-6,Article
Olympus challenge—standardized workflow design for field development plan optimization under uncertainty,Computational Geosciences,,,,10.1007/s10596-019-09905-9,Ralf Schulze-RiegertMichael NwakileSergey SkripkinMichelle WhymarkJames BaffoeDirk GeissenhoenerAdrian AntonChresten Steen MeulengrachtKin Jin Ng,2019,https://link.springer.com/article/10.1007/s10596-019-09905-9,Article
Micromechanical analysis of hydraulic fracturing in the toughness-dominated regime: implications to supercritical carbon dioxide fracturing,Computational Geosciences,,,,10.1007/s10596-019-09925-5,Mengli LiFengshou ZhangLi ZhuangXi ZhangPathegama Ranjith,2019,https://link.springer.com/article/10.1007/s10596-019-09925-5,Article
An effective modification of finite element method for heat and mass transfer of chemically reactive unsteady flow,Computational Geosciences,,,,10.1007/s10596-019-09920-w,Yasir NawazMuhammad Shoaib Arif,2019,https://link.springer.com/article/10.1007/s10596-019-09920-w,Article
Geochemical equilibrium determination using an artificial neural network in compositional reservoir flow simulation,Computational Geosciences,,,,10.1007/s10596-019-09861-4,Dominique GuérillotJérémie Bruyelle,2019,https://link.springer.com/article/10.1007/s10596-019-09861-4,Article
A numerical study of multi-parameter full waveform inversion with iterative regularization using multi-frequency vibroseis data,Computational Geosciences,,,,10.1007/s10596-019-09897-6,Jia ShiElena BerettaMaarten V. de HoopElisa FranciniSergio Vessella,2019,https://link.springer.com/article/10.1007/s10596-019-09897-6,Article
Simultaneous assimilation of production and seismic data: application to the Norne field,Computational Geosciences,,,,10.1007/s10596-019-09900-0,Rolf J. LorentzenTuhin BhaktaDario GranaXiaodong LuoRandi ValestrandGeir Nævdal,2019,https://link.springer.com/article/10.1007/s10596-019-09900-0,Article
A new computational model for flow in karst-carbonates containing solution-collapse breccias,Computational Geosciences,,,,10.1007/s10596-019-09894-9,Tuane V. LopesAline C. RochaMarcio A. MuradEduardo L. M. GarciaPatricia A. PereiraCaroline L. Cazarin,2019,https://link.springer.com/article/10.1007/s10596-019-09894-9,Article
Deep learning–driven permeability estimation from 2D images,Computational Geosciences,,,,10.1007/s10596-019-09886-9,Mauricio Araya-PoloFaruk O. AlpakSander HunterRonny HofmannNishank Saxena,2019,https://link.springer.com/article/10.1007/s10596-019-09886-9,Article
"Generative well pattern design—principles, implementation, and test on OLYMPUS challenge field development problem",Computational Geosciences,,,,10.1007/s10596-019-09912-w,Pierre Bergey,2019,https://link.springer.com/article/10.1007/s10596-019-09912-w,Article
Numerical simulation of 1-D oil and water displacements in petroleum reservoirs using the correction procedure via reconstruction (CPR) method,Computational Geosciences,,,,10.1007/s10596-019-09884-x,G. Galindez-RamirezD. K. E. CarvalhoP. R. M. Lyra,2019,https://link.springer.com/article/10.1007/s10596-019-09884-x,Article
Integrating data-to-data correlation into inverse distance weighting,Computational Geosciences,,,,10.1007/s10596-019-09913-9,Zhanglin LiXialin ZhangRui ZhuZhiting ZhangZhengping Weng,2019,https://link.springer.com/article/10.1007/s10596-019-09913-9,Article
A polynomial chaos framework for probabilistic predictions of storm surge events,Computational Geosciences,,,,10.1007/s10596-019-09898-5,Pierre SochalaChen ChenClint DawsonMohamed Iskandarani,2019,https://link.springer.com/article/10.1007/s10596-019-09898-5,Article
Modeling of transport of first-order reaction networks in porous media using meshfree radial point collocation method,Computational Geosciences,,,,10.1007/s10596-019-09906-8,Aatish AnshumanT. I. Eldho,2019,https://link.springer.com/article/10.1007/s10596-019-09906-8,Article
Quantitative evaluation of multiple-point simulations using image segmentation and texture descriptors,Computational Geosciences,,,,10.1007/s10596-019-09901-z,Mohammad Javad AbdollahifardGrégoire MariéthozMaryam Ghavim,2019,https://link.springer.com/article/10.1007/s10596-019-09901-z,Article
A new stopping criterion for multi-objective evolutionary algorithms: application in the calibration of a hydrologic model,Computational Geosciences,,,,10.1007/s10596-019-09870-3,Juan Carlos Ticona GutierrezDaniela Santini AdamattiJuan Martin Bravo,2019,https://link.springer.com/article/10.1007/s10596-019-09870-3,Article
Stochastic optimization strategies applied to the OLYMPUS benchmark,Computational Geosciences,,,,10.1007/s10596-019-09854-3,V. L. S. SilvaM. A. CardosoD. F. B. OliveiraR. J. de Moraes,2019,https://link.springer.com/article/10.1007/s10596-019-09854-3,Article
Unstructured grid adaptation for multiscale finite volume method,Computational Geosciences,,,,10.1007/s10596-019-09878-9,Zahra Mehrdoost,2019,https://link.springer.com/article/10.1007/s10596-019-09878-9,Article
Evaluating prior predictions of production and seismic data,Computational Geosciences,,,,10.1007/s10596-019-09889-6,Miguel AlfonzoDean S. Oliver,2019,https://link.springer.com/article/10.1007/s10596-019-09889-6,Article
Combining ensemble Kalman filter and multiresolution analysis for efficient assimilation into adaptive mesh models,Computational Geosciences,,,,10.1007/s10596-019-09882-z,A. SiripatanaL. GiraldiO. P. Le MaîtreO. M. KnioI. Hoteit,2019,https://link.springer.com/article/10.1007/s10596-019-09882-z,Article
Localized linear systems for fully implicit simulation of multiphase multicomponent flow in porous media,Computational Geosciences,,,,10.1007/s10596-019-09840-9,Soham ShethArthur MoncorgéRami Younis,2019,https://link.springer.com/article/10.1007/s10596-019-09840-9,Article
GEYSER: 3D thermo-hydrodynamic reactive transport numerical simulator including porosity and permeability evolution using GPU clusters,Computational Geosciences,,,,10.1007/s10596-019-09885-w,Reza SohrabiSamuel OmlinStephen A. Miller,2019,https://link.springer.com/article/10.1007/s10596-019-09885-w,Article
Efficient use of sparsity by direct solvers applied to 3D controlled-source EM problems,Computational Geosciences,,,,10.1007/s10596-019-09883-y,Patrick R. AmestoySébastien de la Kethulle de RyhoveJean-Yves L’ExcellentGilles MoreauDaniil V. Shantsev,2019,https://link.springer.com/article/10.1007/s10596-019-09883-y,Article
The use of Feynman diagrammatic approach for well test analysis in stochastic porous media,Computational Geosciences,,,,10.1007/s10596-019-09880-1,A. V. NovikovD. V. Posvyanskii,2019,https://link.springer.com/article/10.1007/s10596-019-09880-1,Article
Black hole particle swarm optimization for well placement optimization,Computational Geosciences,,,,10.1007/s10596-019-09887-8,Ahmad HarbHussein KassemKassem Ghorayeb,2019,https://link.springer.com/article/10.1007/s10596-019-09887-8,Article
OLYMPUS optimization under geological uncertainty,Computational Geosciences,,,,10.1007/s10596-019-09892-x,Yuqing ChangRolf J. LorentzenGeir NævdalTao Feng,2019,https://link.springer.com/article/10.1007/s10596-019-09892-x,Article
Improving Peaceman well flow modelling with 1D radial simulation,Computational Geosciences,,,,10.1007/s10596-019-09881-0,Haiyang Cui,2019,https://link.springer.com/article/10.1007/s10596-019-09881-0,Article
Big data analytics for seismic fracture identification using amplitude-based statistics,Computational Geosciences,,,,10.1007/s10596-019-09890-z,Egbadon UdegbeEugene MorganSanjay Srinivasan,2019,https://link.springer.com/article/10.1007/s10596-019-09890-z,Article
Simulation of hydro-mechanically coupled processes in rough rock fractures using an immersed boundary method and variational transfer operators,Computational Geosciences,,,,10.1007/s10596-019-09873-0,Cyrill von PlantaDaniel VoglerXiaoqing ChenMaria G. C. NestolaMartin O. SaarRolf Krause,2019,https://link.springer.com/article/10.1007/s10596-019-09873-0,Article
Gradient-free strategies to robust well control optimization,Computational Geosciences,,,,10.1007/s10596-019-09888-7,Jefferson Wellano Oliveira PintoJuan Alberto Rojas TuerosBernardo HorowitzSilvana Maria Bastos Afonso da SilvaRamiro Brito WillmersdorfDiego Felipe Barbosa de Oliveira,2019,https://link.springer.com/article/10.1007/s10596-019-09888-7,Article
An efficient hybrid-grid crossflow equilibrium model for field-scale fractured reservoir simulation,Computational Geosciences,,,,10.1007/s10596-019-09838-3,Hussein MustaphaKonstantinos MakromallisAlberto Cominelli,2019,https://link.springer.com/article/10.1007/s10596-019-09838-3,Article
Sequential model aggregation for production forecasting,Computational Geosciences,,,,10.1007/s10596-019-09872-1,Raphaël DeswarteVéronique GervaisGilles StoltzSébastien Da Veiga,2019,https://link.springer.com/article/10.1007/s10596-019-09872-1,Article
Modeling diffusion processes in the presence of a diffuse layer at charged mineral surfaces: a benchmark exercise,Computational Geosciences,,,,10.1007/s10596-019-09845-4,Christophe TournassatCarl I. Steefel,2019,https://link.springer.com/article/10.1007/s10596-019-09845-4,Article
A direct mixed–enriched Galerkin method on quadrilaterals for two-phase Darcy flow,Computational Geosciences,,,,10.1007/s10596-019-09871-2,Todd ArbogastZhen Tao,2019,https://link.springer.com/article/10.1007/s10596-019-09871-2,Article
"Emulation of CPU-demanding reactive transport models: a comparison of Gaussian processes, polynomial chaos expansion, and deep neural networks",Computational Geosciences,,,,10.1007/s10596-019-09875-y,Eric LaloyDiederik Jacques,2019,https://link.springer.com/article/10.1007/s10596-019-09875-y,Article
Numerical investigation of a fully coupled micro-macro model for mineral dissolution and precipitation,Computational Geosciences,,,,10.1007/s10596-019-09876-x,Nadja RayJens OberlanderPeter Frolkovic,2019,https://link.springer.com/article/10.1007/s10596-019-09876-x,Article
Markov chain random fields in the perspective of spatial Bayesian networks and optimal neighborhoods for simulation of categorical fields,Computational Geosciences,,,,10.1007/s10596-019-09874-z,Weidong LiChuanrong Zhang,2019,https://link.springer.com/article/10.1007/s10596-019-09874-z,Article
Fast geostatistical seismic inversion coupling machine learning and Fourier decomposition,Computational Geosciences,,,,10.1007/s10596-019-09877-w,Ruben NunesLeonardo AzevedoAmílcar Soares,2019,https://link.springer.com/article/10.1007/s10596-019-09877-w,Article
Theoretical investigation of two-ends-open free spontaneous imbibition,Computational Geosciences,,,,10.1007/s10596-019-09869-w,Lichi DengMichael J. King,2019,https://link.springer.com/article/10.1007/s10596-019-09869-w,Article
Bayesian model calibration and optimization of surfactant-polymer flooding,Computational Geosciences,,,,10.1007/s10596-019-09858-z,Pratik NaikPiyush PanditaSoroush AramidehIlias BilionisArezoo M. Ardekani,2019,https://link.springer.com/article/10.1007/s10596-019-09858-z,Article
A benchmark for soil organic matter degradation under variably saturated flow conditions,Computational Geosciences,,,,10.1007/s10596-019-09862-3,M. JiaD. JacquesF. GérardD. SuK. U. MayerJ. Šimůnek,2019,https://link.springer.com/article/10.1007/s10596-019-09862-3,Article
An efficient high-order multiscale finite element method for frequency-domain elastic wave modeling,Computational Geosciences,,,,10.1007/s10596-019-09865-0,Shubin FuKai GaoRichard L. Gibson Jr.Eric T. Chung,2019,https://link.springer.com/article/10.1007/s10596-019-09865-0,Article
Convergence of the undrained split iterative scheme for coupling flow with geomechanics in heterogeneous poroelastic media,Computational Geosciences,,,,10.1007/s10596-019-09860-5,T. AlmaniA. ManeaK. KumarA. H. Dogru,2019,https://link.springer.com/article/10.1007/s10596-019-09860-5,Article
Advances in Gaussian random field generation: a review,Computational Geosciences,,,,10.1007/s10596-019-09867-y,Yang LiuJingfa LiShuyu SunBo Yu,2019,https://link.springer.com/article/10.1007/s10596-019-09867-y,Article
Refined ensemble-based waterflooding optimization subject to field-wide constraints,Computational Geosciences,,,,10.1007/s10596-019-09866-z,Juan Alberto Rojas TuerosBernardo HorowitzRamiro Brito WillmersdorfDiego Felipe Barbosa de Oliveira,2019,https://link.springer.com/article/10.1007/s10596-019-09866-z,Article
Application of diffuse source functions for improved flow upscaling,Computational Geosciences,,,,10.1007/s10596-019-09868-x,Krishna NunnaChing-Hsien LiuMichael J. King,2019,https://link.springer.com/article/10.1007/s10596-019-09868-x,Article
The development of a novel multi-objective optimization framework for non-vertical well placement based on a modified non-dominated sorting genetic algorithm-II,Computational Geosciences,,,,10.1007/s10596-019-09863-2,Auref RostamianSaeid JamshidiEmily Zirbes,2019,https://link.springer.com/article/10.1007/s10596-019-09863-2,Article
Value of information of time-lapse seismic data by simulation-regression: comparison with double-loop Monte Carlo,Computational Geosciences,,,,10.1007/s10596-019-09864-1,Geetartha DuttaTapan MukerjiJo Eidsvik,2019,https://link.springer.com/article/10.1007/s10596-019-09864-1,Article
Dynamic wettability alteration in naturally fractured rocks,Computational Geosciences,,,,10.1007/s10596-019-09843-6,Mohammad H. SedaghatSiroos Azizmohammadi,2019,https://link.springer.com/article/10.1007/s10596-019-09843-6,Article
Nonlinear domain decomposition scheme for sequential fully implicit formulation of compositional multiphase flow,Computational Geosciences,,,,10.1007/s10596-019-09848-1,O. MøynerA. Moncorgé,2019,https://link.springer.com/article/10.1007/s10596-019-09848-1,Article
Direct simulation of pore-scale two-phase visco-capillary flow on large digital rock images using a phase-field lattice Boltzmann method on general-purpose graphics processing units,Computational Geosciences,,,,10.1007/s10596-019-9818-0,F. O. AlpakI. ZacharoudiouS. BergJ. DietderichN. Saxena,2019,https://link.springer.com/article/10.1007/s10596-019-9818-0,Article
Hybrid hyperspectral image compression technique for non-iterative factorized tensor decomposition and principal component analysis: application for NASA’s AVIRIS data,Computational Geosciences,,,,10.1007/s10596-019-09855-2,Jeyakumar SSudha S,2019,https://link.springer.com/article/10.1007/s10596-019-09855-2,Article
Quantitative production analysis and EUR prediction from unconventional reservoirs using a data-driven drainage volume formulation,Computational Geosciences,,,,10.1007/s10596-019-09833-8,Zhenzhen WangAndrew MaloneMichael J. King,2019,https://link.springer.com/article/10.1007/s10596-019-09833-8,Article
Estimation of reduced pressure buildup due to brine seepage using a convolution technique,Computational Geosciences,,,,10.1007/s10596-019-09857-0,Sarah E. GasdaIvar Aavatsmark,2019,https://link.springer.com/article/10.1007/s10596-019-09857-0,Article
A fully coupled scheme using virtual element method and finite volume for poroelasticity,Computational Geosciences,,,,10.1007/s10596-019-09831-w,Julien CouletIsabelle FailleVivette GiraultNicolas GuyFrédéric Nataf,2019,https://link.springer.com/article/10.1007/s10596-019-09831-w,Article
Channelized reservoir estimation using a low-dimensional parameterization based on high-order singular value decomposition,Computational Geosciences,,,,10.1007/s10596-019-09856-1,Bogdan SebacherRemus Hanea,2019,https://link.springer.com/article/10.1007/s10596-019-09856-1,Article
Parametric generation of conditional geological realizations using generative neural networks,Computational Geosciences,,,,10.1007/s10596-019-09850-7,Shing ChanAhmed H. Elsheikh,2019,https://link.springer.com/article/10.1007/s10596-019-09850-7,Article
Machine learning subsurface flow equations from data,Computational Geosciences,,,,10.1007/s10596-019-09847-2,Haibin ChangDongxiao Zhang,2019,https://link.springer.com/article/10.1007/s10596-019-09847-2,Article
A data-space inversion procedure for well control optimization and closed-loop reservoir management,Computational Geosciences,,,,10.1007/s10596-019-09853-4,Su JiangWenyue SunLouis J. Durlofsky,2019,https://link.springer.com/article/10.1007/s10596-019-09853-4,Article
Seismic data assimilation with an imperfect model,Computational Geosciences,,,,10.1007/s10596-019-09849-0,Miguel AlfonzoDean S. Oliver,2019,https://link.springer.com/article/10.1007/s10596-019-09849-0,Article
Modeling mass transfer in fracture flows with the time domain-random walk method,Computational Geosciences,,,,10.1007/s10596-019-09852-5,J. KuvaM. VoutilainenK. Mattila,2019,https://link.springer.com/article/10.1007/s10596-019-09852-5,Article
Efficient reordered nonlinear Gauss–Seidel solvers with higher order for black-oil models,Computational Geosciences,,,,10.1007/s10596-019-09844-5,Øystein S. KlemetsdalAtgeirr F. RasmussenOlav MøynerKnut-Andreas Lie,2019,https://link.springer.com/article/10.1007/s10596-019-09844-5,Article
A trust region approach for numerical modeling of non-isothermal phase change,Computational Geosciences,,,,10.1007/s10596-019-09846-3,Erfan A. AmiriJames R. CraigM. Reza Hirmand,2019,https://link.springer.com/article/10.1007/s10596-019-09846-3,Article
Optimization of CO<sub>2</sub> injection using multi-scale reconstruction of composition transport,Computational Geosciences,,,,10.1007/s10596-019-09841-8,Yuan ChenDenis Voskov,2019,https://link.springer.com/article/10.1007/s10596-019-09841-8,Article
Towards pore network modelling of spontaneous imbibition: contact angle dependent invasion patterns and the occurrence of dynamic capillary barriers,Computational Geosciences,,,,10.1007/s10596-019-09842-7,Saideep PavuluriJulien MaesJianhui YangMohamed RegaiegArthur MoncorgéFlorian Doster,2019,https://link.springer.com/article/10.1007/s10596-019-09842-7,Article
Fast flow computation methods on unstructured tetrahedral meshes for rapid reservoir modelling,Computational Geosciences,,,,10.1007/s10596-019-09851-6,Zhao ZhangSebastian GeigerMargaret RoodCarl JacquemynMatthew JacksonGary HampsonFelipe Moura De CarvalhoClarissa Coda Marques Machado SilvaJulio Daniel Machado SilvaMario Costa Sousa,2019,https://link.springer.com/article/10.1007/s10596-019-09851-6,Article
Enabling numerically exact local solver for waveform inversion—a low-rank approach,Computational Geosciences,,,,10.1007/s10596-019-09832-9,Rajiv KumarBram WillemsenFelix J. HerrmannAlison Malcolm,2019,https://link.springer.com/article/10.1007/s10596-019-09832-9,Article
A pattern-matching method for flow model calibration under training image constraint,Computational Geosciences,,,,10.1007/s10596-019-9822-4,Reza KhaninezhadAzarang GolmohammadiBehnam Jafarpour,2019,https://link.springer.com/article/10.1007/s10596-019-9822-4,Article
A fully implicit WENO scheme on stratigraphic and unstructured polyhedral grids,Computational Geosciences,,,,10.1007/s10596-019-9829-x,Knut-Andreas LieTrine S. MykkeltvedtOlav Møyner,2019,https://link.springer.com/article/10.1007/s10596-019-9829-x,Article
Generalization of algebraic multiscale to algebraic multigrid,Computational Geosciences,,,,10.1007/s10596-019-9826-0,Silvia EhrmannSebastian GriesMarc Alexander Schweitzer,2019,https://link.springer.com/article/10.1007/s10596-019-9826-0,Article
Multifidelity framework for uncertainty quantification with multiple quantities of interest,Computational Geosciences,,,,10.1007/s10596-019-9825-1,Filippos KostakisBradley T. MallisonLouis J. Durlofsky,2019,https://link.springer.com/article/10.1007/s10596-019-9825-1,Article
On the development of a relative permeability equation of state,Computational Geosciences,,,,10.1007/s10596-019-9824-2,Prakash PurswaniMiral S. TawfikZuleima T. KarpynRussell T. Johns,2019,https://link.springer.com/article/10.1007/s10596-019-9824-2,Article
Accelerating multiscale simulation of complex geomodels by use of dynamically adapted basis functions,Computational Geosciences,,,,10.1007/s10596-019-9827-z,Øystein S. KlemetsdalOlav MøynerKnut-Andreas Lie,2019,https://link.springer.com/article/10.1007/s10596-019-9827-z,Article
Element balance formulation in reactive compositional flow and transport with parameterization technique,Computational Geosciences,,,,10.1007/s10596-019-9828-y,Keshav KalaDenis Voskov,2019,https://link.springer.com/article/10.1007/s10596-019-9828-y,Article
Image-based simulations of absolute permeability with massively parallel pseudo-compressible stabilised finite element solver,Computational Geosciences,,,,10.1007/s10596-019-09837-4,Liang YangJianhui YangEdo BoekMikio SakaiChristopher Pain,2019,https://link.springer.com/article/10.1007/s10596-019-09837-4,Article
Performance enhancement of Gauss-Newton trust-region solver for distributed Gauss-Newton optimization method,Computational Geosciences,,,,10.1007/s10596-019-09830-x,Guohua GaoHao JiangJeroen C. VinkPaul P. H. van HagenTerence J. Wells,2019,https://link.springer.com/article/10.1007/s10596-019-09830-x,Article
Consistent upwinding for sequential fully implicit multiscale compositional simulation,Computational Geosciences,,,,10.1007/s10596-019-09835-6,A. MoncorgéO. MøynerH. A. TchelepiP. Jenny,2019,https://link.springer.com/article/10.1007/s10596-019-09835-6,Article
A multiscale method for data assimilation,Computational Geosciences,,,,10.1007/s10596-019-09839-2,Rafael J. de MoraesHadi HajibeygiJan Dirk Jansen,2019,https://link.springer.com/article/10.1007/s10596-019-09839-2,Article
Global/local model order reduction in coupled flow and linear thermal-poroelasticity,Computational Geosciences,,,,10.1007/s10596-019-09834-7,Horacio FlorezEduardo Gildin,2019,https://link.springer.com/article/10.1007/s10596-019-09834-7,Article
Gaussian mixture model fitting method for uncertainty quantification by conditioning to production data,Computational Geosciences,,,,10.1007/s10596-019-9823-3,Guohua GaoHao JiangJeroen C. VinkChaohui ChenYaakoub El KhamraJoel J. Ita,2019,https://link.springer.com/article/10.1007/s10596-019-9823-3,Article
A parallelization of the wavenumber integration acoustic modelling package OASES,Computational Geosciences,,,,10.1007/s10596-019-9820-6,Gaute HopeHenrik Schmidt,2019,https://link.springer.com/article/10.1007/s10596-019-9820-6,Article
Modeling of wave run-up by using staggered grid scheme implementation in 1D Boussinesq model,Computational Geosciences,,,,10.1007/s10596-019-9821-5,D. AdytiaS. R. PudjaprasetyaD. Tarwidi,2019,https://link.springer.com/article/10.1007/s10596-019-9821-5,Article
"HexaShrink, an exact scalable framework for hexahedral meshes with attributes and discontinuities: multiresolution rendering and storage of geoscience models",Computational Geosciences,,,,10.1007/s10596-019-9816-2,Jean-Luc PeyrotLaurent DuvalFrédéric PayanLauriane BouardLénaïc ChizatSébastien SchneiderMarc Antonini,2019,https://link.springer.com/article/10.1007/s10596-019-9816-2,Article
Accounting for model errors in iterative ensemble smoothers,Computational Geosciences,,,,10.1007/s10596-019-9819-z,Geir Evensen,2019,https://link.springer.com/article/10.1007/s10596-019-9819-z,Article
Integration of soft data into multiple-point statistical simulation: re-assessing the probability conditioning method for facies model calibration,Computational Geosciences,,,,10.1007/s10596-019-9813-5,Wei MaBehnam Jafarpour,2019,https://link.springer.com/article/10.1007/s10596-019-9813-5,Article
Modeling fault activation due to fluid production: Bayesian update by seismic data,Computational Geosciences,,,,10.1007/s10596-019-9815-3,Claudia ZoccaratoMassimiliano FerronatoAndrea FranceschiniCarlo JannaPietro Teatini,2019,https://link.springer.com/article/10.1007/s10596-019-9815-3,Article
Upscaling of the single-phase flow and heat transport in fractured geothermal reservoirs using nonlocal multicontinuum method,Computational Geosciences,,,,10.1007/s10596-019-9817-1,Maria VasilyevaMasoud BabaeiEric T. ChungValentin Alekseev,2019,https://link.springer.com/article/10.1007/s10596-019-9817-1,Article
Editorial,Computational Geosciences,,,,10.1007/s10596-019-9814-4,H. ClassP. KnabnerI. S. PopF. A. Radu,2019,https://link.springer.com/article/10.1007/s10596-019-9814-4,Article
